id,Completed,Last page seen,Start language,Date last action,Date started,IP address,Referrer URL,What year are you?,What is your major?,"If you have a second major, what is it?",What is your gender?,[African American / Black] What racial/ethnic group do you identify with? Check all that apply.,[American Indian / Alaskan Native] What racial/ethnic group do you identify with? Check all that apply.,[Asian / Pacific Islander] What racial/ethnic group do you identify with? Check all that apply.,[Hispanic] What racial/ethnic group do you identify with? Check all that apply.,[White] What racial/ethnic group do you identify with? Check all that apply.,"[Domestic, Race/Ethnicity unknown] What racial/ethnic group do you identify with? Check all that apply.",[International] What racial/ethnic group do you identify with? Check all that apply.,What income bracket does your family fall into?,Please choose one,What is your status at UCLA?,What is your voting status?,"If you voted in the 2008 elections, which presidential candidate did you vote for?","If you did not vote in the 2008 elections, which presidential candidate did you support?","[Worked on a local, state, or national political campaign] Which of the following did you do last year? Check all that apply.",[Participated in student protests] Which of the following did you do last year? Check all that apply.,[Participated in a politically oriented student group] Which of the following did you do last year? Check all that apply.,What political party do you identify with?,Which presidential candidate are you planning to vote for in 2012?,Economy,Job Market,International affairs,Immigration,Education,Healthcare,Social issues,What is your current attitude toward the overall policies of President Obama?,What is your current attitude toward President Obama's education policies?,What is your current attitude toward President Obama's immigration policies?,Proposition 30,"On a 1-5 scale, how familiar are you with the tax measure?",How do you plan to vote on Proposition 30?,How do you think Proposition 30 will affect the UC?,Total time,Group time: General Information,Group time: Presidential Election,Group time: California tax measure
136,2012-09-24 17:31:00,3,en,2012-09-24 17:31:00,2012-09-24 17:29:00,164.67.52.39,,Fourth,"Microbiology, Immunology, and Molecular Genetics",,Male,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Other,False,False,False,Republican,Romney (Republican Party),5,5,4,4,4,5,5,Against,Neutral,Neutral,,5,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,129.92,52.59,35.18,42.15
137,2012-09-24 17:33:00,3,en,2012-09-24 17:33:00,2012-09-24 17:29:00,66.73.188.130,,Third,Anthropology,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Democrat,Obama (Democratic Party),5,4,3,4,5,5,4,Neutral,Neutral,Neutral,,3,I am undecided.,I do not know enough about Proposition 30.,214.03,104.09,67.29,42.65
138,2012-09-24 17:35:00,3,en,2012-09-24 17:35:00,2012-09-24 17:31:00,174.254.90.30,,Third,Music History,Music - Composition,Male,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,none of the above,Obama (Democratic Party),3,4,5,3,5,4,4,Neutral,Support,I don't know enough about the president's policies to answer this question.,,1,I am undecided.,I do not know enough about Proposition 30.,272.84,128.34,90.49,54.01
139,2012-09-24 17:40:00,3,en,2012-09-24 17:40:00,2012-09-24 17:31:00,149.142.34.100,,Second,Physiological Science,,Female,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,,2,2,5,3,4,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,2,I am undecided.,I do not know enough about Proposition 30.,577.21,510.52,42.23,24.46
140,2012-09-24 18:14:00,3,en,2012-09-24 18:14:00,2012-09-24 17:31:00,128.97.75.169,,Second,English,,Female,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,False,Democrat,Obama (Democratic Party),4,5,4,5,5,4,5,Neutral,Neutral,Neutral,,1,I am undecided.,I do not know enough about Proposition 30.,2556.36,1864.46,630.99,60.91
141,2012-09-24 17:35:00,3,en,2012-09-24 17:35:00,2012-09-24 17:32:00,131.179.57.230,,Fourth,American Literature and Culture,Psychology,Male,False,False,False,True,True,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,4,4,3,5,4,5,Strongly support,Support,I don't know enough about the president's policies to answer this question.,,1,I am undecided.,I do not know enough about Proposition 30.,174.81,85.48,61.64,27.69
142,2012-09-24 17:40:00,3,en,2012-09-24 17:40:00,2012-09-24 17:33:00,99.41.172.154,,Third,Philosophy,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Green,Obama (Democratic Party),3,3,5,5,5,3,5,Strongly support,Support,Support,,4,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a positive impact.,431.32,90.38,54.72,286.22
143,2012-09-24 17:40:00,3,en,2012-09-24 17:40:00,2012-09-24 17:36:00,169.232.116.238,,Third,Anthropology,,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Democrat,Obama (Democratic Party),4,4,4,3,4,3,3,Support,Support,Support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,255.53,104.86,103.36,47.31
144,,0,en,2012-09-24 17:36:00,2012-09-24 17:36:00,169.232.236.168,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
145,2012-09-24 17:40:00,3,en,2012-09-24 17:40:00,2012-09-24 17:36:00,128.97.75.96,,First,Civil Engineering,,Male,False,False,False,False,False,False,True,"Annual income over $120,000",I have neither financial aid nor loans,International,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,I am not planning to vote in the 2012 elections.,,,,,,,,Support,I don't know enough about the president's policies to answer this question.,Strongly support,,1,I am not going to vote.,I do not know enough about Proposition 30.,211.74,126.92,61.11,23.71
146,2012-09-24 17:44:00,3,en,2012-09-24 17:44:00,2012-09-24 17:42:00,98.119.48.188,,Third,Business Economics,,Female,False,False,True,False,True,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,Obama (Democratic Party),4,4,4,2,5,1,5,Neutral,Neutral,Neutral,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,161.12,74.13,54.49,32.5
147,2012-09-24 17:49:00,3,en,2012-09-24 17:49:00,2012-09-24 17:44:00,76.91.30.23,,Third,"Mathematics, Applied",,Male,False,False,True,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Other,3,3,3,3,4,2,5,Support,Support,I don't know enough about the president's policies to answer this question.,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",I do not know enough about Proposition 30.,308.98,117.57,148.08,43.33
148,2012-09-24 17:49:00,3,en,2012-09-24 17:49:00,2012-09-24 17:45:00,76.169.103.140,,Second,History,Political Science,Male,True,False,False,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,5,5,3,5,5,4,Strongly support,Strongly support,Support,,2,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have no impact.,267.07,154.09,54.74,58.24
149,2012-09-24 17:49:00,3,en,2012-09-24 17:49:00,2012-09-24 17:45:00,164.67.65.58,,First,Political Science,,Male,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Other,True,True,True,Independent,Obama (Democratic Party),4,4,5,3,5,2,2,Neutral,Support,I don't know enough about the president's policies to answer this question.,,3,I am undecided.,Proposition 30 will have a positive impact.,286.91,139.93,98.01,48.97
150,2012-09-24 17:53:00,3,en,2012-09-24 17:53:00,2012-09-24 17:45:00,128.97.217.153,,Fourth,Psychobiology,,Male,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,Obama (Democratic Party),4,4,3,4,4,4,4,Support,Support,Support,,2,"I will vote yes on Proposition 30, which would result in a tax increase.",I do not know enough about Proposition 30.,436.31,136.8,258.71,40.8
151,2012-09-24 17:48:00,3,en,2012-09-24 17:48:00,2012-09-24 17:46:00,128.97.7.134,,Fourth,Asian American Studies,Mathematics for Teaching,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,True,Democrat,Obama (Democratic Party),4,4,4,5,5,5,5,Support,Support,Support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,131.07,65.98,38.72,26.37
152,2012-09-24 17:52:00,3,en,2012-09-24 17:52:00,2012-09-24 17:46:00,24.180.20.98,,Fourth,Civil Engineering,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,I am not planning to vote in the 2012 elections.,5,5,3,2,5,5,2,Support,Strongly support,Neutral,,1,I am not going to vote.,Proposition 30 will have a negative impact.,220.48,129.89,78.59,12
153,,0,en,2012-09-24 17:50:00,2012-09-24 17:48:00,72.129.74.163,,Fourth,English,,Female,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Other,False,False,False,Independent,,,,,,,,,,,,,,,,104.73,104.73,0,0
154,,0,en,2012-09-24 17:52:00,2012-09-24 17:52:00,169.232.116.118,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
155,,1,en,2012-09-24 17:53:00,2012-09-24 17:52:00,169.232.117.192,,Second,Physiological Science,,Male,False,False,True,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,,,,,,,,,,,,,,,,50.65,50.65,0,0
156,,0,en,2012-09-24 17:53:00,2012-09-24 17:53:00,98.149.176.32,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
157,,1,en,2012-09-24 17:56:00,2012-09-24 17:53:00,174.232.67.29,,Third,International Development Studies,,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),,,,,,,,,,,,,,,175.96,142.94,33.02,0
158,,0,en,2012-09-24 17:54:00,2012-09-24 17:54:00,98.149.176.32,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
159,,0,en,2012-09-24 17:56:00,2012-09-24 17:54:00,24.205.40.41,http://by146w.bay146.mail.live.com/mail/InboxLight.aspx?n=611396489,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,90.52,90.52,0,0
160,,2,en,2012-09-24 17:58:00,2012-09-24 17:55:00,66.161.213.179,,Third,English,,Female,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,Obama (Democratic Party),5,5,4,3,5,5,4,Support,Support,I don't know enough about the president's policies to answer this question.,,,,,169.93,85.9,84.03,0
161,2012-09-24 18:04:00,3,en,2012-09-24 18:04:00,2012-09-24 17:57:00,164.67.98.48,,Second,Psychobiology,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),3,4,3,4,5,4,5,Support,I don't know enough about the president's policies to answer this question.,Support,,1,I am undecided.,I do not know enough about Proposition 30.,419.89,174.98,188.84,56.07
162,,0,en,2012-09-24 17:59:00,2012-09-24 17:59:00,98.149.176.32,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
163,2012-09-24 18:02:00,3,en,2012-09-24 18:02:00,2012-09-24 17:59:00,76.170.70.111,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0#bn=1.0.35&.lang=en-US&.intl=us&rtl=0&proxyhost=us.mg4.mail.yahoo.com&sig=d65613a3a4198af546287624a465ac03&vid=om_default_view_id_36ohk6dgmcd1n-message_render_1348509605036&app=36ohk6dgmcd1n&mailver=neo&crumb=qmgXFJhUawJ,Third,Philosophy,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,Obama (Democratic Party),5,5,4,4,5,5,5,Support,Strongly support,Support,,3,I am undecided.,I do not know enough about Proposition 30.,155,72.6,52.74,29.66
164,,1,en,2012-09-24 18:02:00,2012-09-24 18:00:00,174.254.92.30,,Second,Undeclared - Life Sciences,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,True,Republican,,,,,,,,,,,,,,,,118.16,118.16,0,0
165,2012-09-24 18:03:00,3,en,2012-09-24 18:03:00,2012-09-24 18:00:00,173.55.217.99,,Second,English,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am not a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Other,4,5,4,3,5,4,3,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,I am not going to vote.,Proposition 30 will have a positive impact.,176.57,76.74,63.72,36.11
166,,0,en,2012-09-24 18:00:00,2012-09-24 18:00:00,173.55.217.191,http://by167w.bay167.mail.live.com/mail/InboxLight.aspx?n=1475789147,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
167,2012-09-24 18:07:00,3,en,2012-09-24 18:07:00,2012-09-24 18:00:00,169.232.247.146,,First,Undeclared - Social Sciences,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,True,Democrat,Obama (Democratic Party),4,4,5,3,4,5,5,Support,Support,Support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,390.39,72.61,66.28,251.5
168,,0,en,2012-09-24 18:01:00,2012-09-24 18:01:00,169.232.187.125,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
169,2012-09-24 18:15:00,3,en,2012-09-24 18:15:00,2012-09-24 18:02:00,174.254.51.138,,Fourth,Economics,Political Science,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,Out-of-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Republican,Romney (Republican Party),5,5,4,4,4,3,2,Against,Support,Against,,2,I am not going to vote.,Proposition 30 will have no impact.,763.94,637.15,88.6,38.19
170,2012-09-24 18:17:00,3,en,2012-09-24 18:17:00,2012-09-24 18:04:00,69.63.85.163,,Third,Psychology,French,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I don't know,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,5,3,2,5,5,3,Support,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,734.35,91.51,91.09,551.75
171,,1,en,2012-09-24 18:06:00,2012-09-24 18:05:00,75.84.96.135,,First,Psychobiology,Psychology,Female,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,International,I am ineligible to vote in the U.S.,,,False,False,True,Democrat,,,,,,,,,,,,,,,,75.07,75.07,0,0
172,,0,en,2012-09-24 18:08:00,2012-09-24 18:08:00,169.232.190.38,http://us.mg6.mail.yahoo.com/neo/launch?.rand=2s4gmk5cp8omd,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
173,2012-09-24 18:14:00,3,en,2012-09-24 18:14:00,2012-09-24 18:08:00,198.72.212.199,,Fourth,Biochemistry,,Female,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Green,Obama (Democratic Party),5,5,5,3,5,5,5,Support,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,355.43,107.44,70.2,177.79
174,2012-09-24 18:11:00,3,en,2012-09-24 18:11:00,2012-09-24 18:08:00,169.232.173.112,,First,Undeclared - Life Sciences,,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,Out-of-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,True,Democrat,Obama (Democratic Party),3,3,5,4,5,5,5,Support,Strongly support,Support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,181.01,82.84,56.02,42.15
175,,0,en,2012-09-24 18:11:00,2012-09-24 18:11:00,99.41.1.118,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
177,,0,en,2012-09-24 18:12:00,2012-09-24 18:12:00,131.179.28.237,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
178,2012-09-24 18:18:00,3,en,2012-09-24 18:18:00,2012-09-24 18:14:00,174.254.49.32,,Fourth,Economics,,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,Out-of-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,4,4,3,4,3,4,Support,Support,Neutral,,2,I am not going to vote.,Proposition 30 will have no impact.,231.6,90.87,71.16,69.57
179,2012-09-24 19:09:00,3,en,2012-09-24 19:09:00,2012-09-24 18:15:00,72.134.32.183,,Fifth or above,Chemical Engineering,,Female,False,False,False,False,False,True,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,McCain (Republican Party),,False,False,False,Libertarian,Romney (Republican Party),5,5,3,2,5,2,2,Against,Neutral,Against,,4,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have no impact.,3207.84,3085.47,57.36,65.01
180,,0,en,2012-09-24 18:16:00,2012-09-24 18:16:00,149.142.227.16,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
181,,0,en,2012-09-24 18:22:00,2012-09-24 18:22:00,216.40.159.242,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
182,2012-09-24 18:24:00,3,en,2012-09-24 18:24:00,2012-09-24 18:22:00,149.142.201.254,,Fourth,Linguistics,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,McCain (Republican Party),,False,False,False,Libertarian,Obama (Democratic Party),5,5,5,4,5,3,3,Support,Support,Against,,1,I am undecided.,I do not know enough about Proposition 30.,98.61,55.57,26.93,16.11
183,2012-09-24 18:27:00,3,en,2012-09-24 18:27:00,2012-09-24 18:22:00,169.232.95.53,,Fourth,Mathematics,,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,Obama (Democratic Party),4,3,3,2,4,3,1,Neutral,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,I am undecided.,I do not know enough about Proposition 30.,317.07,94.8,101.41,120.86
184,2012-09-24 18:29:00,3,en,2012-09-24 18:29:00,2012-09-24 18:22:00,164.67.3.71,,Second,Mathematics/Economics,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",Obama (Democratic Party),,False,False,False,Democrat,,5,5,4,5,5,5,3,Support,Neutral,Neutral,,2,I am undecided.,I do not know enough about Proposition 30.,411.03,151.24,231.98,27.81
185,,0,en,2012-09-24 18:24:00,2012-09-24 18:24:00,169.232.245.123,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
186,2012-09-24 18:27:00,3,en,2012-09-24 18:27:00,2012-09-24 18:24:00,76.94.177.19,,Fourth,Political Science,,Female,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,True,Democrat,Obama (Democratic Party),4,4,4,5,5,5,5,Strongly support,Strongly support,Strongly support,,3,I am undecided.,I do not know enough about Proposition 30.,230.47,146.87,42.4,41.2
187,2012-09-24 18:28:00,3,en,2012-09-24 18:28:00,2012-09-24 18:24:00,216.40.159.242,,Second,Design | Media Arts,French,,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,Out-of-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,True,False,Democrat,Obama (Democratic Party),2,3,5,4,5,5,5,Support,Support,I don't know enough about the president's policies to answer this question.,,2,I am undecided.,I do not know enough about Proposition 30.,132.05,62.46,41.84,27.75
188,2012-09-24 18:27:00,3,en,2012-09-24 18:27:00,2012-09-24 18:25:00,164.67.2.172,,Second,Undeclared - Humanities,,Male,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Other,4,4,4,2,5,3,2,Against,I don't know enough about the president's policies to answer this question.,Neutral,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,149.8,60.93,50.05,38.82
189,2012-09-24 18:29:00,3,en,2012-09-24 18:29:00,2012-09-24 18:27:00,76.91.19.77,,Fourth,History,,Female,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,4,4,5,5,5,5,Support,Support,Support,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,134.53,53.91,46.69,33.93
190,2012-09-24 18:31:00,3,en,2012-09-24 18:31:00,2012-09-24 18:27:00,66.74.136.191,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,Fourth,Political Science,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am ineligible to vote in the U.S.,Other,,True,False,False,Republican,Romney (Republican Party),5,5,5,5,4,2,1,Strongly against,Against,Strongly against,,3,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have no impact.,215.55,76.48,67.93,71.14
191,,0,en,2012-09-24 18:27:00,2012-09-24 18:27:00,169.232.198.233,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us_sbc/en-US-x-sbc/view.html/0,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
192,2012-09-24 19:11:00,3,en,2012-09-24 19:11:00,2012-09-24 18:27:00,149.142.112.3,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,Fourth,Communication Studies,Political Science,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,True,Democrat,Obama (Democratic Party),5,5,5,4,5,5,3,Strongly support,Strongly support,Strongly support,,3,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a positive impact.,2639.08,1839.81,229.49,569.78
193,2012-09-24 18:32:00,3,en,2012-09-24 18:32:00,2012-09-24 18:28:00,169.232.241.141,http://tw.mc743.mail.yahoo.com/mc/welcome?.gx=1&.tm=1348511097&.rand=74n7qv8s1vqvk,Fourth,Environmental Science,,Male,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Republican,I am not planning to vote in the 2012 elections.,4,4,4,4,4,3,5,Against,Against,Against,,1,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,245.75,118.45,86.42,40.88
194,2012-09-24 18:34:00,3,en,2012-09-24 18:34:00,2012-09-24 18:31:00,70.197.144.103,,Fourth,Mechanical Engineering,,Male,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Other,,True,False,True,Libertarian,Other,5,5,5,5,2,1,2,Strongly against,Strongly against,Strongly against,,4,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,188.19,80.82,56.6,50.77
195,2012-09-24 18:36:00,3,en,2012-09-24 18:36:00,2012-09-24 18:32:00,169.232.69.83,,Second,Mathematics/Economics,,Male,False,False,False,False,True,False,False,,I have neither financial aid nor loans,Out-of-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,none of the above,I am not planning to vote in the 2012 elections.,4,3,5,3,4,4,3,Neutral,Support,Support,,2,I am undecided.,Proposition 30 will have a positive impact.,219.62,87.91,100.89,30.82
196,2012-09-24 18:43:00,3,en,2012-09-24 18:43:00,2012-09-24 18:32:00,66.74.136.191,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,Third,Political Science,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,True,False,Democrat,Romney (Republican Party),5,5,2,4,4,1,1,Against,Neutral,Strongly against,,2,I am undecided.,Proposition 30 will have no impact.,631.95,134.49,479.94,17.52
